id,year,author,title,abstract,library,search_term,url
13-Leastar-Project,2013,Leigh GriffinPeter ElgerEamonn de Leastar,Project Zeppelin: A Modern Web Application Development Framework,"Application Platforms, by which we mean the programming languages, libraries, frameworks and associated run time support, are central to the modern development experience. They are often imbued with an ethos, value set and engineering approach that carries through the full lifecycle of the platform itself, steering its development and evolution through the various challenges - both technical and commercial - it must surmount in order to survive. Anecdotal evidence would suggest that these platforms have a lifespan of approximately 10 years - after which they enter a gradual decline. The reasons for this decline vary, including commercial shifts, new (or rediscovered) thinking and changes in the underlying technology. The authors believe that two of the major platforms in use today - J2EE and .NET - may be about to enter this declining phase. The major factors contributing to this decline; including considerable complexity, significant disjunction in the developer experience and major challenges in meeting the demands of the modern, predominantly mobile, social web. A new application platform, dubbed Zeppelin, architected to programatically meet the challenges of the Future Internet is presented.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-35887-6_10
13-Galas-RCytoscape:,2013,Paul T ShannonMark GrimesBurak KutluJan J BotDavid J Galas,RCytoscape: tools for exploratory network analysis,"Biomolecular pathways and networks are dynamic and complex, and the perturbations to them which cause disease are often multiple, heterogeneous and contingent. Pathway and network visualizations, rendered on a computer or published on paper, however, tend to be static, lacking in detail, and ill-equipped to explore the variety and quantities of data available today, and the complex causes we seek to understand.",springer,clojure,http://link.springer.com/article/10.1186/1471-2105-14-217
13-Wenzel-Shared-Memory,2013,Makarius Wenzel,Shared-Memory Multiprocessing for Interactive Theorem Proving,"We address the multicore problem for interactive theorem proving, notably for Isabelle. The stagnation of CPU clock frequency since 2005 means that hardware manufactures multiply cores to keep up with “Moore’s Law”, but this imposes the burden of explicit parallelism to application developers. To cope with this trend, Isabelle has started to support parallel theory and proof processing in 2007, and continuously improved the use of multicore hardware in recent years. This is of practical relevance to theory and proof development, since their size and complexity is roughly correlated with the real time required for re-checking. Scaling up the prover on parallel hardware will facilitate maintenance of larger theory libraries, for example.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-39634-2_30
13-Adl-Tabatabai-Software,2013,Victor PankratiusAli-Reza Adl-Tabatabai,Software Engineering with Transactional Memory Versus Locks in Practice,"Transactional Memory (TM) promises to simplify parallel programming by replacing locks with atomic transactions. Despite much recent progress in TM research, there is very little experience using TM to develop realistic parallel programs from scratch. In this article, we present the results of a detailed case study comparing teams of programmers developing a parallel program from scratch using transactional memory and locks. We analyze and quantify in a realistic environment the development time, programming progress, code metrics, programming patterns, and ease of code understanding for six teams who each wrote a parallel desktop search engine over a fifteen week period. Three randomly chosen teams used Intel’s Software Transactional Memory compiler and Pthreads, while the other teams used just Pthreads. Our analysis is exploratory: Given the same requirements, how far did each team get? The TM teams were among the first to have a prototype parallel search engine. Compared to the locks teams, the TM teams spent less than half the time debugging segmentation faults, but had more problems tuning performance and implementing queries. Code inspections with industry experts revealed that TM code was easier to understand than locks code, because the locks teams used many locks (up to thousands) to improve performance. Learning from each team’s individual success and failure story, this article provides valuable lessons for improving TM.",springer,clojure,http://link.springer.com/article/10.1007/s00224-013-9452-5
10-Morazán-Trends,2010,Peter AchtenMarko van EekelenPieter KoopmanMarco T. Morazán,Trends in Trends in Functional Programming 1999/2000 versus 2007/2008,"The Trends in Functional Programming Symposia are an annual event dedicated to promoting new research directions in functional programming and to investigating the relationship between functional programming and other branches of Computer Science. The TFP series started in 1999 and the 2008 meeting marked the first decade of the symposium. In this paper we identify and discuss the trends presented at TFP using a macro-vision lens that looks at topics in the first two volumes of TFP and the two most recent volumes of TFP. The goal is to calibrate how trends have changed over a decade instead of analyzing trends with a micro-vision lens that focuses on changes from year to year. The major trends identified are work on parallel functional programming, types, formal verification, implementation of functional languages, and application development.",springer,clojure,http://link.springer.com/article/10.1007/s10990-011-9074-z
12-Sestoft-Real-World,2012,Peter Sestoft,Real-World Abstract Machines,This chapter discusses some widely used real-world abstract machines.,springer,clojure,http://link.springer.com/chapter/10.1007/978-1-4471-4156-3_9
12-Paralič-Investigation,2012,František BabičJozef WagnerJán Paralič,Investigation of Performed User Activities in Overall Context with IT Analytical Framework,"Collaborative user activities represent an important source of knowledge and experiences that can be identified with suitable discovery methods. These activities are typically realized within collaborative environments which in several cases offer only a simple analytical module providing basic statistical information. However, these results are not sufficient for deeper understanding of performed activities, processes behind realized actions, hidden relations, etc. A motivation to discover and understand such knowledge from user activities led us to design a formal representation of historical events and method for their advanced analysis. This paper describes and evaluates a semi-automatic procedure of pattern definition and discovery that can assist and simplify manual evaluation of collected data by teachers, researchers or evaluators.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-30359-3_25
10-Gautier-An,2010,Laurent Gautier,An intuitive Python interface for Bioconductor libraries demonstrates the utility of language translators,"Computer languages can be domain-related, and in the case of multidisciplinary projects, knowledge of several languages will be needed in order to quickly implements ideas. Moreover, each computer language has relative strong points, making some languages better suited than others for a given task to be implemented. The Bioconductor project, based on the R language, has become a reference for the numerical processing and statistical analysis of data coming from high-throughput biological assays, providing a rich selection of methods and algorithms to the research community. At the same time, Python has matured as a rich and reliable language for the agile development of prototypes or final implementations, as well as for handling large data sets.",springer,clojure,http://link.springer.com/article/10.1186/1471-2105-11-S12-S11
12-Binder-Node.Scala:,2012,Daniele BonettaDanilo AnsaloniAchille PeternierCesare PautassoWalter Binder,Node.Scala: Implicit Parallel Programming for High-Performance Web Services,"Event-driven programming frameworks such as Node.JS have recently emerged as a promising option for Web service development. Such frameworks feature a simple programming model with implicit parallelism and asynchronous I/O. The benefits of the event-based programming model in terms of concurrency management need to be balanced against its limitations in terms of scalability on multicore architectures and against the impossibility of sharing a common memory space between multiple Node.JS processes. In this paper we present Node.Scala, an event-based programming framework for the JVM which overcomes the limitations of current event-driven frameworks. Node.Scala introduces safe stateful programming for event-based services. The programming model of Node.Scala allows threads to safely share state in a standard event-based programming model. The runtime system of Node.Scala automatically parallelizes and synchronizes state access to guarantee correctness. Experiments show that services developed in Node.Scala yield linear scalability and high throughput when deployed on multicore machines.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-32820-6_62
12-Chen-A,2012,Barna L. BihariMichael WongAmy WangBronis R. de SupinskiWang Chen,A Case for Including Transactions in OpenMP II: Hardware Transactional Memory,"We present recent results using Hardware Transactional Memory (HTM) on IBM’s Blue Gene/Q system. By showing how this latest TM system can significantly reduce the complexity of shared memory programming while retaining efficiency, we continue to make our case that the OpenMP language specification should include transactional language constructs. Furthermore, we argue for its support as an advanced abstraction to support mutable shared state, thus expanding OpenMP synchronization capabilities. Our results demonstrate how TM can be used to simplify modular parallel programming in OpenMP while maintaining parallel performance. We show performance advantages in the BUSTM (Benchmark for UnStructured-mesh Transactional Memory) model using the transactional memory hardware implementation on Blue Gene/Q.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-30961-8_4
13-Spector-Evolving,2013,Thomas HelmuthLee Spector,Evolving SQL Queries from Examples with Developmental Genetic Programming,"Large databases are becoming ever more ubiquitous, as are the opportunities for discovering useful knowledge within them. Evolutionary computation methods such as genetic programming have previously been applied to several aspects of the problem of discovering knowledge in databases. The more specific task of producing human-comprehensible SQL queries has several potential applications but has thus far been explored only to a limited extent. In this chapter we show howdevelopmental genetic programming can automatically generate SQL queries from sets of positive and negative examples. We show that a developmental genetic programming system can produce queries that are reasonably accurate while excelling in human comprehensibility relative to the well-known C5.0 decision tree generation system.",springer,clojure,http://link.springer.com/chapter/10.1007/978-1-4614-6846-2_1
11-Herlihy-Transactional,2011,Maurice Herlihy,Transactional Memories,,springer,clojure,http://link.springer.com/referenceworkentry/10.1007/978-0-387-09766-4_122
11-Helmuth-What’s,2011,Lee SpectorKyle HarringtonBrian MartinThomas Helmuth,What’s in an Evolved Name? The Evolution of Modularity via Tag-Based Reference,"Programming languages provide a variety of mechanisms to associate names with values, and these mechanisms play a central role in programming practice. For example, they allow multiple references to the same storage location or function in different parts of a complex program. By contrast, the representations used in current genetic programming systems provide few if any naming mechanisms, and it is therefore generally not possible for evolved programs to use names in sophisticated ways. In this chapter we describe a new approach to names in genetic programming that is based on Holland’s concept of tags. We demonstrate the use of tag-based names, we describe some of the ways in which they may help to extend the power and reach of genetic programming systems, and we look at the ways that tag-based names are actually used in an evolved program that solves a robot navigation problem.",springer,clojure,http://link.springer.com/chapter/10.1007/978-1-4614-1770-5_1
12-Grzanek-Software,2012,Konrad Grzanek,Software Modeling Language with Frames and Multi-abstractions: An Overview,"Static software analyzers should be able to work on an uniform software models and run uniformly implemented algorithms that would crosscut the borders of implementation platforms. We present an overview of an universal software modeling language capable of covering the semantic constructs that can be found both in object and functional programming style. Concrete and abstract elements of the language are being discussed together with the frame-based binding mechanism. We also give some insight into the implementation details, namely the persistence layer and the proper type hierarchies.",springer,clojure,http://link.springer.com/chapter/10.1007/978-3-642-29350-4_67
10-Esteban-How,2010,Javier García GuzmánJavier Saldaña RamosAntonio Amescua SecoAna Sanz Esteban,How to get mature global virtual teams: a framework to improve team process management in distributed software teams,"Managing global software development teams is not an easy task because of the additional problems and complexities that have to be taken into account. This paper defines VTManager, a methodology that provides a set of efficient practices for global virtual team management in software development projects. These practices integrate software development techniques in global environments with others such as explicit practices for global virtual team management, definition of skills and abilities needed to work in these teams, availability of collaborative work environments and shared knowledge management practices. The results obtained and the lessons learned from implementing VTManager in a pilot project to develop software tools for collaborative work in rural environments are also presented. This project was carried out by geographically distributed teams involving people from seven countries with a high level of virtualness.",springer,clojure,http://link.springer.com/article/10.1007/s11219-010-9096-5
